userId,recommended_movies
465,"[On the Beach (1959), Best of Youth, The (La meglio gioventù) (2003), Kind Hearts and Coronets (1949), All Watched Over by Machines of Loving Grace (2011), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Last Tango in Paris (Ultimo tango a Parigi) (1972), Jules and Jim (Jules et Jim) (1961), Woman in the Dunes (Suna no onna) (1964), Autumn Sonata (Höstsonaten) (1978), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)]"
466,"[Strictly Sexual (2008), Saving Face (2004), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
467,"[All About My Mother (Todo sobre mi madre) (1999), Cecil B. DeMented (2000), Gigi (1958), Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990), Kind Hearts and Coronets (1949), Wallace & Gromit: The Best of Aardman Animation (1996), Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948), The Artist (2011), Boys Don't Cry (1999), Holiday (1938)]"
468,"[Saving Face (2004), Wallace & Gromit: The Best of Aardman Animation (1996), Creature Comforts (1989), On the Beach (1959), Come and See (Idi i smotri) (1985), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Adam's Rib (1949), Dallas Buyers Club (2013), Shall We Dance (1937)]"
469,"[Jetée, La (1962), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), On the Beach (1959), Best of Youth, The (La meglio gioventù) (2003), Holy Mountain, The (Montaña sagrada, La) (1973), Trial, The (Procès, Le) (1962), Seventh Seal, The (Sjunde inseglet, Det) (1957), Come and See (Idi i smotri) (1985), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Kind Hearts and Coronets (1949)]"
470,"[Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Adam's Rib (1949), Anne of Green Gables (1985), Shall We Dance (1937), Thief (1981), Strictly Sexual (2008), Stranger Than Paradise (1984), North & South (2004), Babes in Toyland (1934)]"
471,"[On the Beach (1959), The Artist (2011), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Three Billboards Outside Ebbing, Missouri (2017), Rivers and Tides (2001), Best of Youth, The (La meglio gioventù) (2003), Saving Face (2004), Paths of Glory (1957), Cosmos, Belle époque (1992)]"
472,"[Imposter, The (2012), Pride and Prejudice (1995), Black Mirror: White Christmas (2014), Strictly Sexual (2008), On the Beach (1959), Emma (2009), Black Cat, White Cat (Crna macka, beli macor) (1998), Louis C.K.: Shameless (2007), Raiders of the Lost Ark: The Adaptation (1989), General, The (1926)]"
473,"[Captain Fantastic (2016), Night on Earth (1991), Reign Over Me (2007), Bad Boy Bubby (1993), Autumn Sonata (Höstsonaten) (1978), Come and See (Idi i smotri) (1985), Jetée, La (1962), Incendies (2010), Best of Youth, The (La meglio gioventù) (2003), Dancer in the Dark (2000)]"
474,"[Lady Jane (1986), Crossing Delancey (1988), Impostors, The (1998), Safety Last! (1923), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Adam's Rib (1949), Best of Youth, The (La meglio gioventù) (2003), It Happened One Night (1934), Saving Face (2004), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)]"
475,"[Saving Face (2004), Adam's Rib (1949), Strictly Sexual (2008), Cosmos, Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
476,"[Adam's Rib (1949), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Three Billboards Outside Ebbing, Missouri (2017), On the Beach (1959), Great Escape, The (1963), Into the Woods (1991), Best Years of Our Lives, The (1946), Guess Who's Coming to Dinner (1967)]"
477,"[Saving Face (2004), On the Beach (1959), Cosmos, Belle époque (1992), Captain Fantastic (2016), More (1998), The Artist (2011), Autumn Sonata (Höstsonaten) (1978), Mamma Mia: Here We Go Again! (2018), Logan Lucky (2017)]"
478,"[Dune (2000), Guess Who's Coming to Dinner (1967), General, The (1926), Adam's Rib (1949), Play Time (a.k.a. Playtime) (1967), Serenity (2005), Truly, Madly, Deeply (1991), Reign Over Me (2007), Hush (2016), North & South (2004)]"
479,"[Fury (1936), Wages of Fear, The (Salaire de la peur, Le) (1953), Holiday (1938), Lady Jane (1986), Crossing Delancey (1988), World of Apu, The (Apur Sansar) (1959), Rivers and Tides (2001), The Artist (2011), Best of Youth, The (La meglio gioventù) (2003), Holy Mountain, The (Montaña sagrada, La) (1973)]"
480,"[Reign Over Me (2007), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Baraka (1992), Three Billboards Outside Ebbing, Missouri (2017), Autumn Sonata (Höstsonaten) (1978), Best of Youth, The (La meglio gioventù) (2003), Grave of the Fireflies (Hotaru no haka) (1988), Black Mirror: White Christmas (2014), True Grit (1969), General, The (1926)]"
481,"[Kind Hearts and Coronets (1949), Black Mirror: White Christmas (2014), Split (2017), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Schindler's List (1993), Priest (1994), Pollyanna (1960), Baraka (1992), All About My Mother (Todo sobre mi madre) (1999), Wallace & Gromit: The Best of Aardman Animation (1996)]"
482,"[Strictly Sexual (2008), Babes in Toyland (1934), Adam's Rib (1949), My Wife is an Actress (Ma Femme est une Actrice) (2001), Saving Face (2004), Very Potter Musical, A (2009), Miss Sloane (2016), Star Trek IV: The Voyage Home (1986), Where Eagles Dare (1968), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
483,"[Saving Face (2004), On the Beach (1959), Belle époque (1992), Eva (2011), Paper Birds (Pájaros de papel) (2010), Cosmos, The Artist (2011), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), Mamma Mia: Here We Go Again! (2018)]"
484,"[Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Argo (2012), Adam's Rib (1949), Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008), Saving Face (2004), Trailer Park Boys (1999), Tyler Perry's I Can Do Bad All by Myself (2009), Anne of Green Gables (1985), Into the Woods (1991), De platte jungle (1978)]"
485,"[Split (2017), Glory Road (2006), Dune (2000), Babes in Toyland (1934), Dangerous Beauty (1998), Idiocracy (2006), Mississippi Masala (1991), Adam's Rib (1949), Lost and Delirious (2001), Bourne Identity, The (1988)]"
486,"[Saving Face (2004), Strictly Sexual (2008), On the Beach (1959), Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), My Wife is an Actress (Ma Femme est une Actrice) (2001), Senna (2010), Anne of Green Gables (1985), Babes in Toyland (1934)]"
487,"[The Artist (2011), Rivers and Tides (2001), Wolfman, The (2010), Fantasia (1940), Gosford Park (2001), Lars and the Real Girl (2007), Best of Youth, The (La meglio gioventù) (2003), Three Billboards Outside Ebbing, Missouri (2017), Play Time (a.k.a. Playtime) (1967), Wages of Fear, The (Salaire de la peur, Le) (1953)]"
488,"[Saving Face (2004), The Artist (2011), Adam's Rib (1949), Lady Jane (1986), Crossing Delancey (1988), Charlie Brown Christmas, A (1965), Rivers and Tides (2001), Safety Last! (1923), Spotlight (2015), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)]"
489,"[Black Mirror: White Christmas (2014), Hamlet (1996), General, The (1926), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Skin I Live In, The (La piel que habito) (2011), Rivers and Tides (2001), All About My Mother (Todo sobre mi madre) (1999), Kind Hearts and Coronets (1949), On the Beach (1959), Affair to Remember, An (1957)]"
490,"[On the Beach (1959), Autumn Sonata (Höstsonaten) (1978), Best of Youth, The (La meglio gioventù) (2003), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Three Colors: Red (Trois couleurs: Rouge) (1994), Yojimbo (1961), Hour of the Wolf (Vargtimmen) (1968), Crazy Heart (2009), Godfather, The (1972)]"
491,"[Strictly Sexual (2008), Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Anne of Green Gables (1985), Adam's Rib (1949), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Argo (2012), North & South (2004)]"
492,"[Center of the World, The (2001), Easy Money (1983), 'Til There Was You (1997), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
493,"[Supercop 2 (Project S) (Chao ji ji hua) (1993), Game of Death (1978), Dune (2000), Easy Money (1983), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Senna (2010), Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972), Adam's Rib (1949), Bridge on the River Kwai, The (1957), On the Beach (1959)]"
494,"[On the Beach (1959), Great Beauty, The (Grande Bellezza, La) (2013), Mulholland Dr. (1999), Black Mirror: White Christmas (2014), Split (2017), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Officer and a Gentleman, An (1982), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Last Tango in Paris (Ultimo tango a Parigi) (1972), Imposter, The (2012)]"
495,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Andalusian Dog, An (Chien andalou, Un) (1929), Towering Inferno, The (1974), Black Mirror: White Christmas (2014), Mary and Max (2009), Shooting Fish (1997), Imposter, The (2012), On the Beach (1959), Frank (2014)]"
496,"[Three Colors: Red (Trois couleurs: Rouge) (1994), Halloween II (2009), Reign Over Me (2007), Breaking the Waves (1996), Black Dynamite (2009), Autumn Sonata (Höstsonaten) (1978), Burnt by the Sun (Utomlyonnye solntsem) (1994), Grand Illusion (La grande illusion) (1937), Farewell My Concubine (Ba wang bie ji) (1993), Wild Strawberries (Smultronstället) (1957)]"
497,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Topo, El (1970), Stalker (1979), Mary and Max (2009), Man Bites Dog (C'est arrivé près de chez vous) (1992), Incendies (2010), Bottle Rocket (1996), Wild Bunch, The (1969), World of Tomorrow (2015)]"
498,"[Hello, Dolly! (1969), Seve (2014), The Big Bus (1976), Stranger Than Paradise (1984), True Grit (1969), Victory (a.k.a. Escape to Victory) (1981), Black Mirror: White Christmas (2014), Band Wagon, The (1953), 3-Iron (Bin-jip) (2004), Day at the Races, A (1937)]"
499,"[Saving Face (2004), Stranger Than Paradise (1984), Black Mirror: White Christmas (2014), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Raiders of the Lost Ark: The Adaptation (1989), Andalusian Dog, An (Chien andalou, Un) (1929), Anne of Green Gables (1985), North & South (2004), Wallace & Gromit: A Close Shave (1995), Crucible, The (1996)]"
500,"[Dune (2000), Hard-Boiled (Lat sau san taam) (1992), Yojimbo (1961), Long Goodbye, The (1973), Capturing the Friedmans (2003), Frozen River (2008), Visitor, The (2007), Trekkies (1997), On the Beach (1959), Cosmos]"
501,"[My Wife is an Actress (Ma Femme est une Actrice) (2001), Persuasion (1995), Split (2017), Dangerous Beauty (1998), Idiocracy (2006), Bad Lieutenant (1992), Sausage Party (2016), Blackbeard's Ghost (1968), Louis C.K.: Chewed Up (2008), Amores Perros (Love's a Bitch) (2000)]"
502,"[Angels and Insects (1995), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Diabolique (Les diaboliques) (1955), Topo, El (1970), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Holy Mountain, The (Montaña sagrada, La) (1973), Black Mirror: White Christmas (2014), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), On the Beach (1959), Pierrot le fou (1965)]"
503,"[Seve (2014), The Big Bus (1976), Lamerica (1994), Bridge on the River Kwai, The (1957), Victory (a.k.a. Escape to Victory) (1981), All About Eve (1950), Man Bites Dog (C'est arrivé près de chez vous) (1992), Kissing Jessica Stein (2001), Three Colors: Red (Trois couleurs: Rouge) (1994), High Noon (1952)]"
504,"[Victory (a.k.a. Escape to Victory) (1981), Seve (2014), The Big Bus (1976), 3-Iron (Bin-jip) (2004), Cosmos, Top Hat (1935), My Sassy Girl (Yeopgijeogin geunyeo) (2001), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003)]"
505,"[Moby Dick (1956), Suspiria (1977), Adam's Rib (1949), Saving Face (2004), Lady Jane (1986), Crossing Delancey (1988), Cosmos, Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017)]"
506,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Man Bites Dog (C'est arrivé près de chez vous) (1992), Andalusian Dog, An (Chien andalou, Un) (1929), Funny Games U.S. (2007), Stalker (1979), Wild Bunch, The (1969), Mary and Max (2009), World of Tomorrow (2015), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)]"
507,"[Dangerous Beauty (1998), Persuasion (1995), Sausage Party (2016), My Wife is an Actress (Ma Femme est une Actrice) (2001), Stranger Than Paradise (1984), Shall We Dance (1937), 3-Iron (Bin-jip) (2004), Palm Beach Story, The (1942), Adventures of Robin Hood, The (1938), Come and See (Idi i smotri) (1985)]"
508,"[Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Anne of Green Gables (1985), Best Years of Our Lives, The (1946), Strictly Sexual (2008), Best Exotic Marigold Hotel, The (2011), Doctor Who: The Doctor, the Widow and the Wardrobe (2011), Now You See Me 2 (2016)]"
509,"[Saving Face (2004), On the Beach (1959), North & South (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Cosmos, Adam's Rib (1949), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Emma (2009)]"
510,"[The Handmaiden (2016), Jetée, La (1962), Man Bites Dog (C'est arrivé près de chez vous) (1992), Andalusian Dog, An (Chien andalou, Un) (1929), Come and See (Idi i smotri) (1985), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Last Tango in Paris (Ultimo tango a Parigi) (1972), Swimming with Sharks (1995), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990), On the Beach (1959)]"
511,"[On the Beach (1959), Cosmos, Saving Face (2004), General, The (1926), North & South (2004), Adam's Rib (1949), Autumn Sonata (Höstsonaten) (1978), Imposter, The (2012), Three Billboards Outside Ebbing, Missouri (2017), Enter the Void (2009)]"
512,"[Cosmos, Three Billboards Outside Ebbing, Missouri (2017), Seve (2014), The Big Bus (1976), Victory (a.k.a. Escape to Victory) (1981), On the Beach (1959), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
513,"[Wallace & Gromit: The Best of Aardman Animation (1996), On the Beach (1959), Pierrot le fou (1965), Bridge on the River Kwai, The (1957), High Noon (1952), Andalusian Dog, An (Chien andalou, Un) (1929), Jetée, La (1962), Great Escape, The (1963), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Last Tango in Paris (Ultimo tango a Parigi) (1972)]"
514,"[Wallace & Gromit: The Best of Aardman Animation (1996), On the Beach (1959), Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Great Escape, The (1963), Adam's Rib (1949), Into the Woods (1991), Cosmos, Three Billboards Outside Ebbing, Missouri (2017), Very Potter Sequel, A (2010)]"
515,"[Saving Face (2004), On the Beach (1959), Cosmos, Enter the Void (2009), Come and See (Idi i smotri) (1985), Jetée, La (1962), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
516,"[Adam's Rib (1949), Moby Dick (1956), Lady Jane (1986), Crossing Delancey (1988), Saving Face (2004), Impostors, The (1998), Safety Last! (1923), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), On the Beach (1959), Rebecca (1940)]"
517,"[Holiday Inn (1942), Best Exotic Marigold Hotel, The (2011), Calendar Girls (2003), Dallas Buyers Club (2013), Polar Express, The (2004), The Jungle Book (2016), Antonia's Line (Antonia) (1995), Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010), White Christmas (1954), Argo (2012)]"
518,"[Tender Mercies (1983), Burnt by the Sun (Utomlyonnye solntsem) (1994), Jetée, La (1962), Crucible, The (1996), Come and See (Idi i smotri) (1985), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990), World of Tomorrow (2015), Midnight Clear, A (1992), Frank (2014), Grand Illusion (La grande illusion) (1937)]"
519,"[Saving Face (2004), On the Beach (1959), Cosmos, Adam's Rib (1949), North & South (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
520,"[Saving Face (2004), On the Beach (1959), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), Adam's Rib (1949), Anne of Green Gables (1985), Senna (2010), Andalusian Dog, An (Chien andalou, Un) (1929), Creature Comforts (1989), Cosmos]"
521,"[3-Iron (Bin-jip) (2004), Shall We Dance (1937), Seve (2014), The Big Bus (1976), Victory (a.k.a. Escape to Victory) (1981), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Top Hat (1935), Thief (1981), Cosmos, Dallas Buyers Club (2013)]"
522,"[Emma (2009), On the Beach (1959), Dune (2000), Frozen River (2008), Visitor, The (2007), Louis C.K.: Live at the Beacon Theater (2011), Children of Dune (2003), Three Colors: Red (Trois couleurs: Rouge) (1994), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Louis C.K.: Hilarious (2010)]"
523,"[De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996), Human Condition III, The (Ningen no joken III) (1961)]"
524,"[Senna (2010), On the Beach (1959), Andalusian Dog, An (Chien andalou, Un) (1929), My Wife is an Actress (Ma Femme est une Actrice) (2001), Jetée, La (1962), Come and See (Idi i smotri) (1985), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Sullivan's Travels (1941), Saving Face (2004), Black Mirror: White Christmas (2014)]"
525,"[Saving Face (2004), On the Beach (1959), Black Mirror: White Christmas (2014), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), Three Billboards Outside Ebbing, Missouri (2017), Cosmos, General, The (1926), Paperman (2012), Andalusian Dog, An (Chien andalou, Un) (1929)]"
526,"[The Artist (2011), Captain Fantastic (2016), Saving Face (2004), Best of Youth, The (La meglio gioventù) (2003), Rivers and Tides (2001), Dallas Buyers Club (2013), On the Beach (1959), Dancer in the Dark (2000), Trial, The (Procès, Le) (1962), Charlie Brown Christmas, A (1965)]"
527,"[Saving Face (2004), Come and See (Idi i smotri) (1985), Creature Comforts (1989), Cosmos, Senna (2010), On the Beach (1959), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Grand Day Out with Wallace and Gromit, A (1989), De platte jungle (1978), Blue Planet II (2017)]"
528,"[Sausage Party (2016), Louis C.K.: Shameless (2007), Louis C.K.: Hilarious (2010), Barfly (1987), Louis C.K.: Chewed Up (2008), Towering Inferno, The (1974), 7th Voyage of Sinbad, The (1958), Idiocracy (2006), Come and See (Idi i smotri) (1985), Near Dark (1987)]"
529,"[Split (2017), Last Detail, The (1973), Titanic (1953), On the Beach (1959), Mutant Aliens (2001), Waydowntown (2000), Bread and Roses (2000), Last Tango in Paris (Ultimo tango a Parigi) (1972), Fantastic Fear of Everything, A (2012), His Girl Friday (1940)]"
530,"[Reign Over Me (2007), Three Billboards Outside Ebbing, Missouri (2017), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Beautiful Thing (1996), Guess Who's Coming to Dinner (1967), Adam's Rib (1949), Thief (1981), Dallas Buyers Club (2013)]"
531,"[True Grit (1969), Raiders of the Lost Ark: The Adaptation (1989), Top Hat (1935), Strictly Sexual (2008), Star Wars: Episode VII - The Force Awakens (2015), X-Men: First Class (2011), Autumn Sonata (Höstsonaten) (1978), Skin I Live In, The (La piel que habito) (2011), General, The (1926), Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)]"
532,"[Black Mirror: White Christmas (2014), On the Beach (1959), Split (2017), 7th Voyage of Sinbad, The (1958), Senna (2010), Stranger Than Paradise (1984), Shine (1996), Come and See (Idi i smotri) (1985), Patton (1970), Imposter, The (2012)]"
533,"[On the Beach (1959), Cosmos, Saving Face (2004), Frozen River (2008), Visitor, The (2007), North & South (2004), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
534,"[Saving Face (2004), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
535,"[Burnt by the Sun (Utomlyonnye solntsem) (1994), Breaking the Waves (1996), Smoke (1995), My Man Godfrey (1936), Best of Youth, The (La meglio gioventù) (2003), The Artist (2011), Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976), Shampoo (1975), Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990), Woman in the Dunes (Suna no onna) (1964)]"
536,"[Officer and a Gentleman, An (1982), Great Beauty, The (Grande Bellezza, La) (2013), Towering Inferno, The (1974), Affair to Remember, An (1957), Black Mirror: White Christmas (2014), Split (2017), Louis C.K.: Hilarious (2010), Chariots of Fire (1981), Glory Road (2006), Walk in the Clouds, A (1995)]"
537,"[Black Dynamite (2009), Center of the World, The (2001), Minnie and Moskowitz (1971), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
538,"[Stranger Than Paradise (1984), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Adam's Rib (1949), Beautiful Thing (1996), Saving Face (2004), Into the Woods (1991), Anne of Green Gables (1985), North & South (2004), De platte jungle (1978), Blue Planet II (2017)]"
539,"[Dune (2000), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Just Go with It (2011), Adam's Rib (1949), Strictly Sexual (2008), North & South (2004), Day of the Doctor, The (2013), Saving Face (2004)]"
540,"[On the Beach (1959), Jetée, La (1962), Come and See (Idi i smotri) (1985), Saving Face (2004), Cosmos, Autumn Sonata (Höstsonaten) (1978), Last Tango in Paris (Ultimo tango a Parigi) (1972), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Last Detail, The (1973), Band of Brothers (2001)]"
541,"[Split (2017), Babes in Toyland (1934), Chariots of Fire (1981), Thief (1981), Glory Road (2006), Top Hat (1935), Adam's Rib (1949), It Happened One Night (1934), Shall We Dance (1937), Shine (1996)]"
542,"[Stranger Than Paradise (1984), Antonia's Line (Antonia) (1995), Affair to Remember, An (1957), I, the Jury (1982), North & South (2004), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Fright Night (1985), Medicine Man (1992)]"
543,"[My Wife is an Actress (Ma Femme est une Actrice) (2001), Idiocracy (2006), 7th Voyage of Sinbad, The (1958), Christmas Vacation (National Lampoon's Christmas Vacation) (1989), Barfly (1987), Stranger Than Paradise (1984), Monster Squad, The (1987), Anne of Green Gables (1985), Twin Dragons (Shuang long hui) (1992), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
544,"[Top Hat (1935), Strictly Sexual (2008), Herbie Rides Again (1974), Trekkies (1997), Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991), Black Cat, White Cat (Crna macka, beli macor) (1998), Finding Dory (2016), Adam's Rib (1949), Dune (2000), Easy Money (1983)]"
545,"[Split (2017), Titanic (1953), Sausage Party (2016), Dangerous Beauty (1998), Persuasion (1995), Shall We Dance (1937), Thief (1981), Last Detail, The (1973), Glory Road (2006), Bossa Nova (2000)]"
546,"[Dune (2000), Phantasm II (1988), Supercop 2 (Project S) (Chao ji ji hua) (1993), Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991), Sorority House Massacre II (1990), Sorority House Massacre (1986), Slumber Party Massacre III (1990), Slumber Party Massacre II (1987), Hangar 18 (1980), Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)]"
547,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Yojimbo (1961), On the Beach (1959), Sullivan's Travels (1941), Troll 2 (1990), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Hard-Boiled (Lat sau san taam) (1992), Senna (2010), Cosmos]"
548,"[Sausage Party (2016), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
549,"[Black Dynamite (2009), Room, The (2003), Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929), Love Me If You Dare (Jeux d'enfants) (2003), Isle of Dogs (2018), Eddie Murphy Raw (1987), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
550,"[Saving Face (2004), On the Beach (1959), North & South (2004), Cosmos, Andalusian Dog, An (Chien andalou, Un) (1929), Raiders of the Lost Ark: The Adaptation (1989), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Emma (2009), Isle of Dogs (2018), Strictly Sexual (2008)]"
551,"[Strictly Sexual (2008), Miss Sloane (2016), Babes in Toyland (1934), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Adam's Rib (1949), Bourne Identity, The (1988), Thief (1981), Glory Road (2006), Idiocracy (2006), Where Eagles Dare (1968)]"
